rank,plateifu,total_power,is_anomalous,p1,p2,p3,p4,p5,p6,p7,ph1,ph2,ph3,ph4,ph5,ph6,ph7
4290,11025-12702,7.27046597e-1,0,1.28728719e-1,1.24235493e-1,1.17016211e-1,1.07456087e-1,9.60579801e-2,8.34091694e-2,7.01429377e-2,-2.979080,-2.816907,-2.655445,-2.495132,-2.336520,-2.180347,-2.027654
4291,12624-6103,7.26693207e-1,0,1.03115719e-1,1.03253231e-1,1.03469900e-1,1.03747355e-1,1.04060669e-1,1.04379133e-1,1.04667201e-1,0.142066,0.283878,0.425187,0.565757,0.705371,0.843834,0.980972
4292,10506-9102,7.26370183e-1,0,6.96153327e-2,8.54133565e-2,1.05059631e-1,1.21025992e-1,1.26823152e-1,1.19212488e-1,9.92202302e-2,-3.072053,-2.937465,-2.724932,-2.450906,-2.132984,-1.782308,-1.403499
4293,12081-12705,7.25747409e-1,0,3.09728286e-1,2.23257912e-1,1.23000194e-1,4.62260728e-2,9.26057534e-3,3.99609852e-3,1.02782700e-2,-2.604884,-2.076823,-1.572744,-1.136256,-0.976592,-1.774784,-1.849203
4294,9495-3704,7.25429060e-1,0,1.17800681e-1,1.16591158e-1,1.13925309e-1,1.09050476e-1,1.01298344e-1,9.03470017e-2,7.64160898e-2,-2.963969,-2.782486,-2.593980,-2.396409,-2.188924,-1.971700,-1.745705
4295,7963-12703,7.25337049e-1,0,1.82129645e-1,1.63880924e-1,1.36681233e-1,1.04650158e-1,7.23225857e-2,4.37736000e-2,2.18989031e-2,-2.843804,-2.547176,-2.253116,-1.963662,-1.682273,-1.415841,-1.181107
4296,8329-12703,7.24526004e-1,0,1.69104721e-1,1.54649876e-1,1.32748827e-1,1.06269177e-1,7.84798355e-2,5.24946542e-2,3.07789135e-2,-2.837311,-2.532973,-2.228492,-1.923706,-1.618287,-1.311540,-1.001839
4297,8987-3702,7.23024573e-1,0,1.10795852e-1,1.09606493e-1,1.07623551e-1,1.04848664e-1,1.01289103e-1,9.69620119e-2,9.18988977e-2,-2.979458,-2.816999,-2.653900,-2.489860,-2.324594,-2.157842,-1.989367
4298,8720-6104,7.22302368e-1,0,2.01538744e-1,1.74125040e-1,1.35865087e-1,9.52588164e-2,6.00032925e-2,3.48372044e-2,2.06741841e-2,-2.816664,-2.498626,-2.196080,-1.921778,-1.696572,-1.553758,-1.528392
4299,9864-1901,7.22090154e-1,0,1.08447641e-1,1.06851707e-1,1.04570848e-1,1.02128964e-1,1.00175123e-1,9.94100484e-2,1.00505822e-1,0.306324,0.615098,0.928541,1.248338,1.575244,1.908627,2.246170
4300,8625-6101,7.21009640e-1,0,1.17999304e-1,1.15166955e-1,1.10691464e-1,1.04896703e-1,9.81577095e-2,9.08417450e-2,8.32557603e-2,-2.996673,-2.852603,-2.710136,-2.569825,-2.431922,-2.296285,-2.162312
4301,12483-12702,7.20864461e-1,0,1.30183764e-1,1.25164218e-1,1.17147877e-1,1.06628881e-1,9.42415514e-2,8.07094815e-2,6.67886880e-2,-2.945396,-2.749766,-2.555314,-2.362755,-2.172973,-1.987131,-1.806839
4302,12700-6101,7.19504329e-1,0,1.24134934e-1,1.20224479e-1,1.13966064e-1,1.05727301e-1,9.59828482e-2,8.52784705e-2,7.41902324e-2,-3.000546,-2.860481,-2.722434,-2.587557,-2.457183,-2.332902,-2.216639
4303,8149-6103,7.19468874e-1,0,1.66483646e-1,1.52371957e-1,1.31029661e-1,1.05296603e-1,7.83912438e-2,5.33512668e-2,3.25444960e-2,-2.866638,-2.593234,-2.323210,-2.059059,-1.804627,-1.566537,-1.357507
4304,8080-3701,7.17765227e-1,0,1.22479231e-1,1.18982728e-1,1.13315650e-1,1.05712349e-1,9.64881534e-2,8.60262840e-2,7.47608314e-2,-2.976034,-2.810707,-2.645872,-2.481848,-2.319058,-2.158074,-1.999705
4305,8593-12703,7.16995785e-1,0,1.63341487e-1,1.50605768e-1,1.30906918e-1,1.06403934e-1,7.98168469e-2,5.40722146e-2,3.18486163e-2,0.349229,0.699458,1.051601,1.406409,1.764402,2.125789,2.490283
4306,11974-6104,7.16947417e-1,0,1.05562256e-1,1.05036755e-1,1.04174951e-1,1.02996896e-1,1.01528757e-1,9.98010684e-2,9.78467336e-2,0.284358,0.568818,0.853476,1.138415,1.423701,1.709374,1.995447
4307,7990-1902,7.15874698e-1,0,1.04159303e-1,1.03859555e-1,1.03360435e-1,1.02662655e-1,1.01767263e-1,1.00675688e-1,9.93897988e-2,0.098782,0.197570,0.296372,0.395193,0.494038,0.592913,0.691821
4308,11947-3702,7.15529670e-1,0,1.07912242e-1,1.06977299e-1,1.05435358e-1,1.03310479e-1,1.00635576e-1,9.74516828e-2,9.38070320e-2,0.095006,0.189932,0.284699,0.379226,0.473426,0.567210,0.660484
4309,9867-6102,7.14997734e-1,0,1.01839066e-1,1.01936508e-1,1.02076447e-1,1.02225695e-1,1.02338854e-1,1.02359478e-1,1.02221686e-1,0.166924,0.333877,0.500886,0.667981,0.835190,1.002540,1.170060
4310,8143-3703,7.14921923e-1,0,3.92821442e-2,5.46542985e-2,7.73900125e-2,1.03677836e-1,1.29119495e-1,1.49467770e-1,1.61330366e-1,3.041524,3.038309,3.135574,-2.981745,-2.772556,-2.534919,-2.276944
4311,8447-1902,7.14742941e-1,0,1.28943515e-1,1.24007504e-1,1.16113437e-1,1.05736089e-1,9.34936805e-2,8.01055354e-2,6.63431802e-2,-2.935443,-2.728344,-2.519258,-2.306952,-2.089851,-1.865831,-1.631881
4312,9002-3702,7.14689107e-1,0,1.27923781e-1,1.22169753e-1,1.13527401e-1,1.03182819e-1,9.23915277e-2,8.22079339e-2,7.32858914e-2,0.184066,0.364766,0.538933,0.703913,0.858059,1.001367,1.135984
4313,8085-3701,7.14661224e-1,0,1.25727267e-1,1.21511502e-1,1.14709430e-1,1.05648022e-1,9.47654339e-2,8.25896900e-2,6.97098796e-2,0.309265,0.618039,0.925821,1.232093,1.536295,1.837800,2.135853
4314,10502-1901,7.13832528e-1,0,1.02979390e-1,1.02838855e-1,1.02596294e-1,1.02239628e-1,1.01752778e-1,1.01116457e-1,1.00309127e-1,0.206534,0.412934,0.619069,0.824819,1.030073,1.234736,1.438731
4315,8990-12704,7.13819960e-1,0,1.74942566e-1,1.59515709e-1,1.35518720e-1,1.05642600e-1,7.36434055e-2,4.39109246e-2,2.06460356e-2,0.509196,1.014985,1.513749,2.001081,2.470136,2.906681,-3.012086
4316,9047-12704,7.12459911e-1,0,1.09377891e-1,1.08121948e-1,1.06054271e-1,1.03212558e-1,9.96483006e-2,9.54255515e-2,9.06193911e-2,-3.032514,-2.923396,-2.814198,-2.704877,-2.595386,-2.485674,-2.375680
4317,8309-6103,7.11906039e-1,0,1.86072153e-2,4.39397949e-2,7.89982811e-2,1.15067425e-1,1.43400382e-1,1.57453810e-1,1.54439131e-1,1.131370,1.790971,2.269825,2.682498,3.063946,-2.856441,-2.507813
4318,8985-6101,7.11894277e-1,0,1.54953278e-1,1.43379258e-1,1.25760513e-1,1.04307476e-1,8.15796275e-2,6.00734824e-2,4.18406424e-2,-2.801954,-2.459457,-2.110814,-1.751750,-1.376184,-0.974948,-0.534039
4319,8252-3701,7.11457815e-1,0,1.07026052e-1,1.06152647e-1,1.04706856e-1,1.02703582e-1,1.00163833e-1,9.71148215e-2,9.35900240e-2,0.163230,0.326305,0.489071,0.651372,0.813048,0.973938,1.133874
4320,12066-12704,7.11310660e-1,0,1.23432346e-1,1.20101215e-1,1.14415572e-1,1.06271609e-1,9.56886597e-2,8.29137296e-2,6.84875281e-2,-2.953425,-2.763590,-2.570628,-2.373438,-2.171380,-1.964314,-1.752624
4321,11743-3703,7.10938506e-1,0,1.92953072e-1,1.70212692e-1,1.36811295e-1,9.85881185e-2,6.20935294e-2,3.33754170e-2,1.69043818e-2,0.187127,0.369153,0.539317,0.686278,0.787003,0.786889,0.560007
4322,11949-12704,7.10797983e-1,0,1.14009071e-1,1.11863023e-1,1.08368947e-1,1.03646738e-1,9.78562725e-2,9.11899675e-2,8.38639639e-2,-2.911080,-2.680169,-2.448448,-2.215480,-1.980791,-1.743847,-1.504044
4323,11946-12702,7.10583603e-1,0,2.47482604e-1,1.99593902e-1,1.36745224e-1,7.67349893e-2,3.31161971e-2,1.08125423e-2,6.09814401e-3,0.451866,0.897183,1.326296,1.719769,2.026655,2.083208,1.673760
4324,10846-12704,7.10028120e-1,0,2.04098791e-1,1.77591705e-1,1.39407797e-1,9.68675364e-2,5.74003295e-2,2.67697918e-2,7.89216905e-3,-2.780719,-2.419381,-2.056910,-1.692056,-1.322002,-0.938843,-0.510098
4325,8623-12705,7.09222482e-1,0,1.58117740e-1,1.45314062e-1,1.26082113e-1,1.03120099e-1,7.93969364e-2,5.75855671e-2,3.96059631e-2,-2.890524,-2.642419,-2.400625,-2.169334,-1.954200,-1.763144,-1.607081
4326,11018-12705,7.08787910e-1,0,1.04340627e-1,1.04848268e-1,1.05137940e-1,1.04503371e-1,1.02185757e-1,9.75470553e-2,9.02248922e-2,-2.717621,-2.297556,-1.884586,-1.480754,-1.086902,-0.702890,-0.327902
4327,8657-3704,7.08200146e-1,0,6.11514423e-2,7.19292045e-2,8.74724456e-2,1.04644314e-1,1.19936638e-1,1.30137088e-1,1.32929014e-1,-3.136711,-3.093372,-2.997648,-2.855254,-2.677515,-2.474481,-2.253560
4328,11745-12701,7.07528837e-1,0,9.89882779e-2,9.93311685e-2,9.98966585e-2,1.00675852e-1,1.01656482e-1,1.02823099e-1,1.04157300e-1,-3.043632,-2.945879,-2.848538,-2.751802,-2.655852,-2.560854,-2.466954
4329,11865-1901,7.07114170e-1,0,1.09323490e-1,1.07945805e-1,1.05679691e-1,1.02569392e-1,9.86752755e-2,9.40723139e-2,8.88482032e-2,-3.031675,-2.921776,-2.811916,-2.702114,-2.592393,-2.482777,-2.373294
4330,8258-1902,7.07101750e-1,0,1.08212390e-1,1.07013302e-1,1.05043642e-1,1.02345510e-1,9.89756361e-2,9.50033167e-2,9.05079525e-2,0.118987,0.237899,0.356659,0.475195,0.593435,0.711311,0.828763
4331,8137-3704,7.06465747e-1,0,1.34605791e-1,1.28301776e-1,1.18261842e-1,1.05156761e-1,8.98647635e-2,7.34075180e-2,5.68672961e-2,0.362221,0.724034,1.085043,1.444873,1.803180,2.159646,2.513970
4332,11835-6104,7.06318328e-1,0,9.68114765e-2,9.86781449e-2,1.01133173e-1,1.03318756e-1,1.04263603e-1,1.03063073e-1,9.90501017e-2,0.396395,0.787460,1.168997,1.538535,1.895275,2.239639,2.572766
4333,9887-1902,7.06097070e-1,0,7.81477730e-2,8.18203730e-2,8.79034596e-2,9.63405570e-2,1.07053382e-1,1.19942621e-1,1.34888904e-1,-0.069625,-0.135133,-0.193149,-0.241476,-0.279131,-0.306104,-0.323019
4334,9087-3704,7.05480354e-1,0,6.89271365e-2,7.50250000e-2,8.46776549e-2,9.71583280e-2,1.11524384e-1,1.26685501e-1,1.41482350e-1,-3.137605,-3.120685,-3.082446,-3.020196,-2.935223,-2.830567,-2.709567
4335,9893-6103,7.05256942e-1,0,9.51180327e-2,9.64080909e-2,9.83631885e-2,1.00709186e-1,1.03097371e-1,1.05135878e-1,1.06425195e-1,-3.062846,-2.981747,-2.896220,-2.804668,-2.706041,-2.599802,-2.485814
4336,9493-6103,7.05245475e-1,0,1.04158198e-1,1.03658134e-1,1.02805754e-1,1.01574760e-1,9.99324027e-2,9.78431742e-2,9.52730527e-2,0.202387,0.404412,0.605723,0.805989,1.004908,1.202212,1.397669
4337,8260-12703,7.05210932e-1,0,2.02314518e-1,1.76213608e-1,1.38522111e-1,9.63888299e-2,5.71583428e-2,2.66508207e-2,7.96270244e-3,-2.816743,-2.493345,-2.173309,-1.859832,-1.559553,-1.290246,-1.122563
4338,8595-6103,7.05139506e-1,0,1.66181719e-1,1.51437040e-1,1.29251637e-1,1.02721417e-1,7.53176935e-2,5.02586202e-2,2.99713786e-2,-2.811072,-2.478804,-2.142674,-1.799682,-1.444993,-1.069946,-0.657415
4339,9871-6102,7.04405487e-1,0,7.72753180e-2,8.17973057e-2,8.89341026e-2,9.81174035e-2,1.08612055e-1,1.19570978e-1,1.30098325e-1,-3.110075,-3.070534,-3.017056,-2.946704,-2.859083,-2.755345,-2.637294
4340,11950-3703,7.04341275e-1,0,9.86334252e-2,9.91533109e-2,9.99215841e-2,1.00798029e-1,1.01600116e-1,1.02115841e-1,1.02118969e-1,0.036324,0.073699,0.113084,0.155264,0.200806,0.250038,0.303060
4341,11759-3701,7.04107731e-1,0,1.32176134e-1,1.26005041e-1,1.16314487e-1,1.03920510e-1,8.98250360e-2,7.50996903e-2,6.07668322e-2,0.221709,0.442107,0.659783,0.873105,1.080092,1.278239,1.464322
4342,8325-9101,7.04035294e-1,0,1.39074510e-1,1.31579609e-1,1.19786272e-1,1.04667748e-1,8.74446141e-2,6.94574768e-2,5.20250638e-2,0.351054,0.701333,1.050016,1.396179,1.738703,2.076111,2.406261
4343,8566-9102,7.02881767e-1,0,9.04700360e-2,9.21768756e-2,9.49602955e-2,9.87288306e-2,1.03355622e-1,1.08680011e-1,1.14510097e-1,0.125743,0.252909,0.382780,0.516390,0.654469,0.797440,0.945461
4344,10518-12704,7.02759867e-1,0,7.29494383e-2,8.10433090e-2,9.24534890e-2,1.04522914e-1,1.14352963e-1,1.19407022e-1,1.18030732e-1,0.014753,0.053076,0.126483,0.234317,0.370063,0.526090,0.695431
4345,8986-9102,7.02071083e-1,0,2.10433147e-1,1.81267014e-1,1.39405115e-1,9.32597005e-2,5.15491913e-2,2.10864864e-2,5.07042803e-3,0.569174,1.140099,1.715468,2.300678,2.908752,-2.703080,-1.775938
4346,11951-12701,7.01711687e-1,0,2.25212431e-1,1.88959040e-1,1.38991415e-1,8.71367731e-2,4.38794451e-2,1.53422871e-2,2.19029637e-3,0.462681,0.924551,1.384448,1.840167,2.286332,2.704791,2.973935
4347,8241-6104,7.01354949e-1,0,2.32749425e-2,3.76746437e-2,6.06008370e-2,9.05209433e-2,1.25438815e-1,1.63032134e-1,2.00812634e-1,-0.266069,-0.375962,-0.355539,-0.261741,-0.127922,0.028692,0.198821
4348,12491-6103,7.00998093e-1,0,7.33660106e-3,2.62652401e-2,5.56932045e-2,9.26811498e-2,1.33565735e-1,1.74347661e-1,2.11108501e-1,1.461385,1.852238,2.136732,2.392972,2.637733,2.876716,3.112387
4349,11954-6102,7.00624619e-1,0,1.24989791e-1,1.20309534e-1,1.12877439e-1,1.03206918e-1,9.19433431e-2,7.98011462e-2,6.74964492e-2,-2.892261,-2.642147,-2.390420,-2.136158,-1.878292,-1.615543,-1.346361
4350,8140-6104,6.99631869e-1,0,1.41841848e-1,1.33848687e-1,1.21173692e-1,1.04751280e-1,8.58166883e-2,6.58296270e-2,4.63700474e-2,-2.890806,-2.638935,-2.384817,-2.127099,-1.864069,-1.593294,-1.310810
4351,9035-12703,6.98304226e-1,0,1.15155049e-1,1.12511930e-1,1.08203743e-1,1.02372908e-1,9.52125281e-2,8.69599210e-2,7.78881468e-2,0.210399,0.420843,0.631370,0.842006,1.052752,1.263580,1.474417
4352,7990-9101,6.98201035e-1,0,1.25643980e-1,1.20521142e-1,1.12511982e-1,1.02332547e-1,9.08433322e-2,7.89346721e-2,6.74133797e-2,-2.982679,-2.825555,-2.672055,-2.524082,-2.383602,-2.252552,-2.132639
4353,8945-12703,6.98013798e-1,0,1.32089880e-1,1.27013358e-1,1.18158672e-1,1.05434417e-1,8.94330114e-2,7.16382941e-2,5.42461652e-2,0.620021,1.238503,1.855174,2.472043,3.094196,-2.552542,-1.887856
4354,9490-12702,6.97968318e-1,0,2.96933952e-1,2.15797187e-1,1.20323448e-1,4.53452575e-2,7.72111563e-3,1.95722733e-3,9.89012982e-3,-2.620253,-2.104616,-1.604500,-1.147572,-0.886073,-2.127179,-2.234247
4355,10845-12701,6.97956839e-1,0,4.98098548e-2,7.43396692e-2,1.03606730e-1,1.25576171e-1,1.31522139e-1,1.19342855e-1,9.37594200e-2,-0.016585,0.124104,0.392649,0.728569,1.094570,1.467454,1.827595
4356,9190-6101,6.97330580e-1,0,3.80354585e-2,4.92243052e-2,6.71815905e-2,9.09144202e-2,1.19116481e-1,1.50245325e-1,1.82612999e-1,3.010037,2.937172,2.936079,2.992062,3.087687,-3.072969,-2.931809
4357,10839-9101,6.96925171e-1,0,2.32016628e-1,1.91331889e-1,1.36620705e-1,8.20440968e-2,3.91067373e-2,1.31203607e-2,2.68475377e-3,-2.718151,-2.297707,-1.884435,-1.486019,-1.120629,-0.846338,-0.937751
4358,8597-9102,6.96842555e-1,0,1.38372064e-1,1.30864337e-1,1.19028081e-1,1.03808102e-1,8.63945044e-2,6.81070120e-2,5.02684538e-2,-2.912334,-2.683022,-2.453602,-2.224012,-1.994186,-1.764038,-1.533450
4359,11017-1902,6.96564972e-1,0,2.18159604e-2,3.63367765e-2,5.94630395e-2,8.96622678e-2,1.24943030e-1,1.62994837e-1,2.01349060e-1,2.834751,2.699609,2.701349,2.777905,2.895064,3.035825,-3.091838
4360,8654-6103,6.95968902e-1,0,9.96720359e-2,9.96642490e-2,9.96367220e-2,9.95683073e-2,9.94307218e-2,9.91898068e-2,9.88070590e-2,0.068537,0.137346,0.206689,0.276817,0.347959,0.420318,0.494073
4361,11866-12705,6.94967227e-1,0,1.46815863e-1,1.35644336e-1,1.19093033e-1,9.97553695e-2,8.03852803e-2,6.33062421e-2,4.99671037e-2,-2.706178,-2.265944,-1.815667,-1.349431,-0.860683,-0.343306,0.205378
4362,10519-9102,6.94388324e-1,0,1.19400563e-1,1.15765316e-1,1.09919701e-1,1.02166818e-1,9.28993269e-2,8.25711390e-2,7.16654597e-2,-2.896519,-2.651024,-2.404664,-2.156952,-1.907327,-1.655117,-1.399491
4363,12495-1901,6.93979208e-1,0,1.01852387e-1,1.01423832e-1,1.00709553e-1,9.97096601e-2,9.84245859e-2,9.68553443e-2,9.50038452e-2,0.087785,0.175630,0.263595,0.351739,0.440115,0.528776,0.617769
4364,8626-3704,6.93973210e-1,0,1.00153530e-1,1.00026809e-1,9.97999155e-2,9.94502035e-2,9.89477139e-2,9.82568210e-2,9.73382170e-2,0.179711,0.359151,0.538060,0.716190,0.893316,1.069240,1.243792
4365,8940-3704,6.93703926e-1,0,1.19807831e-1,1.16052443e-1,1.10025016e-1,1.02055816e-1,9.25744569e-2,8.20802381e-2,7.11081248e-2,-3.004630,-2.868537,-2.734238,-2.602771,-2.475359,-2.353498,-2.239079
4366,8554-3701,6.92918661e-1,0,1.22793327e-1,1.18507562e-1,1.11614345e-1,1.02471367e-1,9.15468494e-2,7.93897834e-2,6.65954266e-2,-2.956430,-2.771084,-2.585353,-2.399006,-2.211756,-2.023219,-1.832865
4367,8444-1902,6.92844438e-1,0,1.22787871e-1,1.18509344e-1,1.11623883e-1,1.02483513e-1,9.15499959e-2,7.93663241e-2,6.65235062e-2,-2.967230,-2.792896,-2.618622,-2.444447,-2.270417,-2.096598,-1.923083
4368,9036-12701,6.92660743e-1,0,1.11426283e-1,1.15569381e-1,1.17783167e-1,1.13581434e-1,1.00475600e-1,7.93861032e-2,5.44387730e-2,-2.456119,-1.791092,-1.156349,-0.550272,0.035565,0.613410,1.200765
4369,8258-6104,6.92053995e-1,0,1.32398516e-1,1.25980282e-1,1.15836634e-1,1.02738434e-1,8.76534424e-2,7.16504667e-2,5.57962199e-2,0.230737,0.461881,0.693888,0.927329,1.162978,1.401965,1.646043
4370,11954-6103,6.91950997e-1,0,9.02938213e-2,9.29025270e-2,9.65878493e-2,1.00470722e-1,1.03530434e-1,1.04772590e-1,1.03393054e-1,0.403005,0.799899,1.186023,1.558877,1.917965,2.264191,2.599226
4371,10507-6104,6.91693623e-1,0,1.03411876e-1,1.02663701e-1,1.01426698e-1,9.97156306e-2,9.75508251e-2,9.49578406e-2,9.19670517e-2,0.096898,0.193819,0.290786,0.387823,0.484954,0.582206,0.679607
4372,8991-3701,6.90932227e-1,0,1.85373108e-2,3.45074834e-2,5.94797549e-2,9.11764218e-2,1.26763271e-1,1.63151256e-1,1.97316728e-1,0.799582,1.356327,1.754491,2.076746,2.360061,2.620873,2.867092
4373,8333-3702,6.90204737e-1,0,7.13788746e-2,1.51990313e-1,1.84710948e-1,1.40675405e-1,7.00281419e-2,3.36194327e-2,3.78016205e-2,1.840459,3.057362,-2.151504,-1.065032,0.166359,1.759103,-2.866508
4374,9502-9102,6.89677974e-1,0,1.35064430e-1,1.27946354e-1,1.16748632e-1,1.02398335e-1,8.60565211e-2,6.89962641e-2,5.24674374e-2,0.386275,0.773147,1.161318,1.551723,1.945716,2.345357,2.753919
4375,7495-3701,6.89602524e-1,0,1.23204178e-1,1.18655329e-1,1.11388946e-1,1.01849212e-1,9.06042091e-2,7.82986977e-2,6.56019512e-2,0.194851,0.389170,0.582388,0.773861,0.962815,1.148276,1.328961
4376,8442-12701,6.88670967e-1,0,1.27186274e-1,1.21632092e-1,1.12880366e-1,1.01624520e-1,8.87165395e-2,7.50698687e-2,6.15613072e-2,-2.820270,-2.500198,-2.182693,-1.869209,-1.561420,-1.261328,-0.971389
4377,8247-12702,6.88520881e-1,0,2.08592769e-1,1.78954971e-1,1.36728471e-1,9.06822497e-2,4.96029464e-2,1.99142009e-2,4.04527334e-3,0.568338,1.135289,1.699314,2.258351,2.808620,-2.943586,-2.486372
4378,11743-6104,6.87971941e-1,0,1.05587350e-1,1.04519992e-1,1.02691339e-1,1.00039301e-1,9.64999882e-2,9.20264743e-2,8.66074955e-2,0.306555,0.612575,0.917578,1.221191,1.523181,1.823489,2.122245
4379,8315-12702,6.87569533e-1,0,9.89805417e-2,9.88425967e-2,9.86221096e-2,9.83319411e-2,9.79876653e-2,9.76053894e-2,9.71992893e-2,-2.930636,-2.719725,-2.508914,-2.298285,-2.087950,-1.878061,-1.668815
4380,9042-6103,6.87371754e-1,0,9.83888288e-2,9.88206566e-2,9.92973043e-2,9.94956773e-2,9.90397694e-2,9.75624865e-2,9.47670306e-2,0.116967,0.235935,0.358597,0.486112,0.619017,0.757240,0.900186
4381,9503-3702,6.86986199e-1,0,1.05959662e-1,1.05592559e-1,1.04472458e-1,1.01975847e-1,9.74759055e-2,9.05215714e-2,8.09881953e-2,-2.978686,-2.812077,-2.638638,-2.456171,-2.263450,-2.060026,-1.845919
4382,9092-12704,6.86831303e-1,0,1.06953954e-2,2.54911967e-2,4.96971660e-2,8.26473107e-2,1.23437866e-1,1.70954794e-1,2.23907574e-1,-2.305936,-1.894462,-1.662401,-1.497898,-1.364247,-1.247068,-1.139754
4383,8619-12702,6.86828082e-1,0,1.18916480e-1,1.16688457e-1,1.12191702e-1,1.04627977e-1,9.34986900e-2,7.89533977e-2,6.19513795e-2,-2.818710,-2.491191,-2.155358,-1.809050,-1.451692,-1.084090,-0.708295
4384,10223-6104,6.86762216e-1,0,1.42279158e-1,1.33508457e-1,1.19719789e-1,1.02145984e-1,8.24362721e-2,6.24890250e-2,4.41835300e-2,-2.907981,-2.675131,-2.444183,-2.217089,-1.997164,-1.789933,-1.604572
4385,8652-12704,6.86472736e-1,0,1.13165270e-1,1.10801240e-1,1.06824453e-1,1.01211141e-1,9.39835449e-2,8.52499584e-2,7.52371296e-2,-2.904704,-2.667349,-2.429163,-2.189966,-1.949847,-1.709240,-1.469003
4386,8442-3704,6.86244435e-1,0,8.20716674e-2,8.69205688e-2,9.37378362e-2,1.00882434e-1,1.06520365e-1,1.08986517e-1,1.07125046e-1,0.485297,0.958932,1.413678,1.847969,2.264410,2.667807,3.063997
4387,9887-12704,6.85901392e-1,0,1.05216231e-1,1.04042827e-1,1.02100816e-1,9.94111285e-2,9.60038889e-2,9.19191069e-2,8.72073944e-2,-2.940463,-2.739301,-2.538069,-2.336728,-2.135230,-1.933513,-1.731505
4388,9872-3701,6.84656775e-1,0,8.04940494e-2,8.35924647e-2,8.85865462e-2,9.52300711e-2,1.03195249e-1,1.12088583e-1,1.21469812e-1,-3.128242,-3.110748,-3.085723,-3.050973,-3.005538,-2.949441,-2.883341
4389,11024-3703,6.84544955e-1,0,1.15192789e-1,1.12031709e-1,1.06961401e-1,1.00263530e-1,9.23024820e-2,8.34981764e-2,7.42948672e-2,-3.002313,-2.863936,-2.727402,-2.593719,-2.464004,-2.339505,-2.221621
4390,9188-9102,6.83940713e-1,0,1.21151127e-1,1.16862335e-1,1.09998085e-1,1.00958904e-1,9.02580019e-2,7.84795651e-2,6.62326954e-2,-2.935199,-2.728804,-2.522399,-2.315967,-2.109466,-1.902825,-1.695918
4391,8326-3702,6.82198461e-1,0,9.73641505e-2,9.73883779e-2,9.74244121e-2,9.74658392e-2,9.75038850e-2,9.75276146e-2,9.75241814e-2,-3.003122,-2.864757,-2.726604,-2.588764,-2.451333,-2.314399,-2.178046
4392,12678-12702,6.81700002e-1,0,1.65405085e-1,1.50028357e-1,1.26921324e-1,9.93369038e-2,7.09057270e-2,4.49844259e-2,2.41181794e-2,-2.803065,-2.465225,-2.128828,-1.794796,-1.464425,-1.139918,-0.826008
4393,8710-6101,6.81615043e-1,0,1.01925545e-1,1.02612756e-1,1.02929182e-1,1.01865198e-1,9.84154341e-2,9.18631561e-2,8.20037705e-2,-2.991317,-2.835521,-2.669907,-2.492033,-2.301240,-2.098174,-1.884260
4394,12651-12703,6.81590127e-1,0,7.77581862e-2,8.09855510e-2,8.63055351e-2,9.36307584e-2,1.02840981e-1,1.13785149e-1,1.26283967e-1,-2.954674,-2.771436,-2.594945,-2.427281,-2.269473,-2.121682,-1.983472
4395,8132-12701,6.81414266e-1,0,1.92896777e-2,3.66657140e-2,6.30261545e-2,9.48627995e-2,1.27985997e-1,1.58114607e-1,1.81469315e-1,-2.338145,-1.798756,-1.422781,-1.122740,-0.861516,-0.623199,-0.400535
4396,12490-12705,6.81379627e-1,0,9.83009954e-2,9.81528220e-2,9.79042343e-2,9.75528354e-2,9.70953703e-2,9.65278241e-2,9.58455454e-2,-3.026962,-2.912380,-2.797892,-2.683545,-2.569383,-2.455449,-2.341782
4397,9186-12704,6.81075855e-1,0,1.36565559e-1,1.28255582e-1,1.15538209e-1,9.98891228e-2,8.29818991e-2,6.64072220e-2,5.14382609e-2,-2.861609,-2.582346,-2.304565,-2.029105,-1.756898,-1.488943,-1.226169
4398,12067-9101,6.80892042e-1,0,1.90614636e-2,4.51370663e-2,8.02622278e-2,1.14586609e-1,1.38745550e-1,1.46540788e-1,1.36558338e-1,1.190908,1.899693,2.430462,2.900097,-2.937557,-2.500268,-2.061357
4399,7815-6101,6.80699568e-1,0,1.32203998e-1,1.24818977e-1,1.13483709e-1,9.94967382e-2,8.43833670e-2,6.96661797e-2,5.66465993e-2,-2.967266,-2.796047,-2.631285,-2.476805,-2.337087,-2.217225,-2.122323
4400,9886-12702,6.79972549e-1,0,1.21580348e-1,1.16838337e-1,1.09374966e-1,9.97982501e-2,8.88616231e-2,7.73798637e-2,6.61391602e-2,0.259147,0.516545,0.770374,1.018674,1.259299,1.489926,1.708162
4401,11011-3702,6.79932114e-1,0,6.39759637e-2,6.99325767e-2,7.95226836e-2,9.22585951e-2,1.07493827e-1,1.24456917e-1,1.42291552e-1,0.337882,0.663042,0.967217,1.247742,1.505893,1.744714,1.967567
4402,9512-6101,6.79670416e-1,0,7.48752920e-2,7.90158334e-2,8.56317892e-2,9.42990660e-2,1.04434330e-1,1.15313048e-1,1.26101058e-1,0.021105,0.049195,0.089621,0.145329,0.217074,0.304117,0.404931
4403,9888-12702,6.79495143e-1,0,1.91033441e-1,1.66951147e-1,1.32195754e-1,9.33413058e-2,5.70614738e-2,2.85340116e-2,1.03780104e-2,-2.757844,-2.372251,-1.982429,-1.584542,-1.171082,-0.723952,-0.185071
